"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/14/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"4/14/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","21.57","debit","Restaurants","Blue from American Express","",""
"4/14/2021","Mel's Drive-In","GglPay MELS DRIVE-INSAN FRANCISCO       CA","43.50","debit","Restaurants","Blue from American Express","",""
"4/14/2021","TPUMPS SAN JOSE San Jose CA","TPUMPS SAN JOSE     San Jose            CA","8.00","debit","Coffee Shops","Blue from American Express - Supplementary account","",""
"4/09/2021","GglPay TST* PARIS BASAN JOSE CA","GglPay TST* PARIS BASAN JOSE            CA","43.69","debit","Restaurants","Blue from American Express","",""
"4/09/2021","CKE*OSTERIA PALO ALTO","CKE*OSTERIA PALO ALTO","81.54","debit","Restaurants","CREDIT CARD","",""
"4/08/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","24.05","debit","Fast Food","Blue from American Express","",""
"4/08/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","74.37","debit","Restaurants","Blue from American Express - Supplementary account","",""
"4/07/2021","DOORDASH*THAI CHILI SAN FRANCISCO CA","DOORDASH*THAI CHILI SAN FRANCISCO       CA","48.05","debit","Restaurants","Blue from American Express","",""
"4/06/2021","DOORDASH*THAI CHILI SAN FRANCISCO CA","DOORDASH*THAI CHILI SAN FRANCISCO       CA","56.12","debit","Restaurants","Blue from American Express","",""
"4/06/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","49.11","debit","Restaurants","Blue from American Express","",""
"4/05/2021","DOORDASH*IKES LOVE &SAN FRANCISCO CA","DOORDASH*IKES LOVE &SAN FRANCISCO       CA","38.74","debit","Restaurants","Blue from American Express","",""
"4/03/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"4/03/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","27.54","debit","Fast Food","Blue from American Express","",""
"4/01/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","82.71","debit","Restaurants","Blue from American Express","",""
"4/01/2021","GglPay TST* ZAREEN'SPALO ALTO CA","GglPay TST* ZAREEN'SPALO ALTO           CA","28.72","debit","Restaurants","Blue from American Express","",""
"3/28/2021","LAZY DOG RESTAURANTSCUPERTINO CA","LAZY DOG RESTAURANTSCUPERTINO           CA","89.88","debit","Restaurants","Blue from American Express","",""
"3/27/2021","DOORDASH*CALIFORNIA SAN FRANCISCO CA","DOORDASH*CALIFORNIA SAN FRANCISCO       CA","50.35","debit","Restaurants","Blue from American Express","",""
"3/27/2021","GglPay TST* PARIS BASAN JOSE CA","GglPay TST* PARIS BASAN JOSE            CA","37.99","debit","Restaurants","Blue from American Express","",""
"3/25/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"3/22/2021","DOORDASH*CHAAT BHAVASAN FRANCISCO CA","DOORDASH*CHAAT BHAVASAN FRANCISCO       CA","76.01","debit","Restaurants","Blue from American Express","",""
"3/22/2021","ANTONIO'S PIZZA","ANTONIO'S PIZZA","29.54","debit","Restaurants","CREDIT CARD","",""
"3/21/2021","GglPay LAKSHMI BAZAASAN JOSE CA","GglPay LAKSHMI BAZAASAN JOSE            CA","55.85","debit","Restaurants","Blue from American Express","",""
"3/19/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","53.09","debit","Restaurants","Blue from American Express","",""
"3/16/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","84.89","debit","Restaurants","Blue from American Express","",""
"3/15/2021","Benihana","BENIHANA CUPERTINO 1CUPERTINO           CA","95.93","debit","Restaurants","Blue from American Express","",""
"3/14/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"3/14/2021","Starbucks","STARBUCKS STORE 00878","5.30","debit","Coffee Shops","CREDIT CARD","",""
"3/14/2021","MOSAIC CAFE INC","MOSAIC CAFE INC","26.70","debit","Restaurants","CREDIT CARD","",""
"3/11/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","35.33","debit","Fast Food","Blue from American Express","",""
"3/10/2021","Coupa Cafe","GglPay COUPA CAFE RAPALO ALTO           CA","10.67","debit","Coffee Shops","Blue from American Express","",""
"3/08/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","50.88","debit","Restaurants","Blue from American Express","",""
"3/06/2021","GglPay TST* ZAREEN'SPALO ALTO CA","GglPay TST* ZAREEN'SPALO ALTO           CA","31.07","debit","Restaurants","Blue from American Express","",""
"3/06/2021","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","126.77","debit","Restaurants","Blue from American Express","",""
"3/03/2021","Coupa Cafe","GglPay COUPA CAFE RAPALO ALTO           CA","11.50","debit","Coffee Shops","Blue from American Express","",""
"3/03/2021","ANATOLIAN KITCHEN 00PALO ALTO CA","ANATOLIAN KITCHEN 00PALO ALTO           CA","42.95","debit","Restaurants","Blue from American Express","",""
"3/01/2021","SWEET WAFFLES AND BOBA","SWEET WAFFLES AND BOBA","12.73","debit","Restaurants","CREDIT CARD","",""
"2/27/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/27/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","23.07","debit","Fast Food","Blue from American Express","",""
"2/26/2021","ANATOLIAN KITCHEN 00PALO ALTO CA","ANATOLIAN KITCHEN 00PALO ALTO           CA","54.85","debit","Restaurants","Blue from American Express","",""
"2/25/2021","SUSHI SAMS. 0001 SAN MATEO CA","SUSHI SAMS. 0001    SAN MATEO           CA","45.40","debit","Restaurants","Blue from American Express","",""
"2/25/2021","YUM BAKERY","YUM BAKERY","3.99","debit","Restaurants","CREDIT CARD","",""
"2/23/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","32.66","debit","Restaurants","Blue from American Express","",""
"2/21/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","27.54","debit","Fast Food","Blue from American Express","",""
"2/20/2021","MADRAS CAFE 65000000SUNNYVALE CA","MADRAS CAFE 65000000SUNNYVALE           CA","60.46","debit","Restaurants","Blue from American Express","",""
"2/13/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/12/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","25.13","debit","Fast Food","Blue from American Express","",""
"2/12/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","89.51","debit","Restaurants","Blue from American Express","",""
"2/10/2021","Coupa Cafe","GglPay COUPA CAFE RAPALO ALTO           CA","6.19","debit","Coffee Shops","Blue from American Express","",""
"2/09/2021","DOORDASH*MINT LEAF CSAN FRANCISCO CA","DOORDASH*MINT LEAF CSAN FRANCISCO       CA","91.29","debit","Restaurants","Blue from American Express","",""
"2/09/2021","WORCESTER CAFE","WORCESTER CAFE","6.00","debit","Restaurants","CREDIT CARD","",""
"2/07/2021","TPUMPS SAN JOSE San Jose CA","TPUMPS SAN JOSE     San Jose            CA","4.00","debit","Coffee Shops","Blue from American Express","",""
"2/06/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","1.04","debit","Coffee Shops","Blue from American Express","",""
"2/04/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","49.60","debit","Restaurants","Blue from American Express","",""
"1/31/2021","GglPay LAKSHMI BAZAASAN JOSE CA","GglPay LAKSHMI BAZAASAN JOSE            CA","89.29","debit","Restaurants","Blue from American Express","",""
"1/30/2021","Starbucks","GglPay Starbucks C6 East Boston         MA","11.66","debit","Coffee Shops","Blue from American Express","",""
"1/29/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","39.91","debit","Restaurants","Blue from American Express","",""
"1/28/2021","Friendly Ice Cream","FRIENDLY ICE CREAM 7HADLEY              MA","8.55","debit","Coffee Shops","Blue from American Express","",""
"1/27/2021","McDonald's","MCDONALD'S F7059 000SOMERVILLE          MA","24.34","debit","Fast Food","Blue from American Express","",""
"1/27/2021","GglPay SKYLINE NEWS SAN FRANCISCO CA","GglPay SKYLINE NEWS SAN FRANCISCO       CA","18.34","debit","Restaurants","Blue from American Express","",""
"1/24/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","27.04","debit","Fast Food","Blue from American Express","",""
"1/23/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","109.86","debit","Restaurants","Blue from American Express","",""
"1/20/2021","DOORDASH*CURRY PIZZASAN FRANCISCO CA","DOORDASH*CURRY PIZZASAN FRANCISCO       CA","63.97","debit","Restaurants","Blue from American Express","",""
"1/17/2021","Krispy Kreme","GglPay KRISPY KREME SANTA CLARA         CA","13.23","debit","Fast Food","Blue from American Express","",""
"1/15/2021","GglPay MINT LEAF CUISARATOGA CA","GglPay MINT LEAF CUISARATOGA            CA","112.46","debit","Restaurants","Blue from American Express","",""
"1/13/2021","AQUI CAL-M* AQUI CALCUPERTINO CA","AQUI CAL-M* AQUI CALCUPERTINO           CA","59.79","debit","Restaurants","Blue from American Express - Supplementary account","",""
"1/10/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","110.95","debit","Restaurants","Blue from American Express","",""
"1/09/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","56.19","debit","Restaurants","Blue from American Express","",""
"1/07/2021","DOORDASH*FAMBRINIS CSAN FRANCISCO CA","DOORDASH*FAMBRINIS CSAN FRANCISCO       CA","14.99","debit","Restaurants","Blue from American Express","",""
"1/06/2021","DOORDASH*CHAAT BHAVASAN FRANCISCO CA","DOORDASH*CHAAT BHAVASAN FRANCISCO       CA","121.66","debit","Restaurants","Blue from American Express","",""
"1/03/2021","GglPay LAKSHMI BAZAASAN JOSE CA","GglPay LAKSHMI BAZAASAN JOSE            CA","38.23","debit","Restaurants","Blue from American Express","",""
"1/02/2021","Teslaccessories LLC","TESLACCESSORIES     5615011525          FL","22.90","debit","Restaurants","Blue from American Express","",""
"1/01/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","56.19","debit","Restaurants","Blue from American Express","",""
"12/29/2020","Panda Express","PANDA EXPRESS #1924 PALO ALTO           CA","19.89","debit","Fast Food","Blue from American Express","",""
"12/28/2020","RACE CENTRAL (909)874-5480 CA","RACE CENTRAL        (909)874-5480       CA","183.00","debit","Alcohol & Bars","Blue from American Express","",""
"12/28/2020","RACE CENTRAL (909)874-5480 CA","RACE CENTRAL        (909)874-5480       CA","183.00","debit","Alcohol & Bars","Blue from American Express","",""
"12/26/2020","The Mynt","THE MYNT 000000001  SAN JOSE            CA","107.66","debit","Restaurants","Blue from American Express","",""
"12/25/2020","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","41.09","debit","Restaurants","Blue from American Express","",""
"12/24/2020","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"12/20/2020","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","129.88","debit","Restaurants","Blue from American Express","",""
"12/16/2020","DOORDASH*CHAAT BHAVASAN FRANCISCO CA","DOORDASH*CHAAT BHAVASAN FRANCISCO       CA","104.08","debit","Restaurants","Blue from American Express","",""
"12/12/2020","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","58.35","debit","Restaurants","Blue from American Express","",""
"12/09/2020","The Mynt","THE MYNT 000000001  SAN JOSE            CA","115.95","debit","Restaurants","Blue from American Express","",""
"12/05/2020","GglPay LAKSHMI BAZAASAN JOSE CA","GglPay LAKSHMI BAZAASAN JOSE            CA","80.53","debit","Restaurants","Blue from American Express","",""
"12/05/2020","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","127.92","debit","Restaurants","Blue from American Express","",""
